type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
photo	post_page_416907625028840	416907625028840_1430571936995732	https://www.facebook.com/416907625028840/posts/1430571936995732	Com a Seesp  órgão de Governo especifico dedicado à promoção das politicas públicas do esporte  Minas Gerais atraiu grandes eventos e garantiu o fortalecimento de diferentes modalidades esportivas. Conheça os investimentos que impulsionaram o esporte em todas as regiões do estado entre 2015 e 2016. https://goo.gl/6zTeUh  #EsportesMG #Investimentos  Foto: Tiago Ciccarini	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15781191_1430571936995732_3934642371044141086_n.png?oh=e376992fe0326efb8caad47003a86592&oe=590B782B	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15781191_1430571936995732_3934642371044141086_n.png?oh=6bf36f584d1b81eab87a537c55dbdb8e&oe=5905F53E	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1430571936995732/?type=3	facebook.com	2017-01-05T12:00:00+0000	1483617600	2017-01-05 13:00:00	14	13	14	4	31	4	4	0	2	0	14	0	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1431434596909466	https://www.facebook.com/416907625028840/posts/1431434596909466	A escala de pagamento do #IPVA2017 começa na próxima segunda-feira e oferece 3% de desconto para quem quitar o tributo à vista. Confira a escala: https://goo.gl/cjvCSr   O pagamento do imposto pode ser feito nos terminais de autoatendimento ou guichês dos bancos autorizados  bastando informar o número do Renavam do veículo.   #IPVA #Desconto #GovernodeMinas	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15781664_1431434596909466_2985306096405592275_n.png?oh=de4eb3eb16845aaa38002116400adf27&oe=590CE9B7	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15781664_1431434596909466_2985306096405592275_n.png?oh=bdc5043b5cd404991fdb835ebd7930b6&oe=59474BA2	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1431434596909466/?type=3	facebook.com	2017-01-04T17:59:25+0000	1483552765	2017-01-04 18:59:25	38	25	42	51	118	21	20	1	7	0	37	0	0	0	1	3	0
photo	post_page_416907625028840	416907625028840_1431306483588944	https://www.facebook.com/416907625028840/posts/1431306483588944	Estão abertas as inscrições para cursos de artes gratuitos em Belo Horizonte. Em uma ação inédita  o Centro de Formação Artística e Tecnológica (Cefart) oferece cursos de maquiagem cênica  foto e vídeo em espetáculos e jazz. Confira o número de vagas disponíveis em cada um deles. https://goo.gl/UaGkKM  #Cefart #Cursos   Foto: Divulgação / FHC	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15826885_1431306483588944_3906065599685543995_n.png?oh=ade01576f59638dd37afff19110b13af&oe=59006743	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15826885_1431306483588944_3906065599685543995_n.png?oh=c3679b9886450b9a546eb7d6eb571c9f&oe=59056A56	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1431306483588944/?type=3	facebook.com	2017-01-04T15:30:01+0000	1483543801	2017-01-04 16:30:01	18	16	18	6	40	13	12	1	7	0	17	0	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1430515890334670	https://www.facebook.com/416907625028840/posts/1430515890334670	O Theatro Palace Casino de Poços de Caldas foi reaberto! Entregue pelo Governo de Minas Gerais à população  após as obras de reforma e restauro  o histórico equipamento cultural apresenta efeitos estéticos modernos  sem deixar esquecidas as linhas do antigo cine teatro em suas características mais marcantes. Confira: https://goo.gl/EDTKQ3  #CulturaMG #Teatro #PoçosdeCaldas  Foto: Divulgação / Codemig	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15781058_1430515890334670_8053466872560556463_n.png?oh=b199c218c5a4444c0259674559ce5e1b&oe=5945FB61	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15781058_1430515890334670_8053466872560556463_n.png?oh=2726084af544f1d683329d72c3182e6a&oe=59145F74	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1430515890334670/?type=3	facebook.com	2017-01-04T12:00:01+0000	1483531201	2017-01-04 13:00:01	23	17	25	5	47	10	10	0	6	0	22	1	1	0	0	0	0
photo	post_page_416907625028840	416907625028840_1430553290330930	https://www.facebook.com/416907625028840/posts/1430553290330930	Nos últimos dois anos  o apoio e o incentivo à indústria criativa ganharam novos ares no Estado  que agora prioriza a inovação.  O objetivo é gerar oportunidades  fortalecer a economia e estimular investimentos. Saiba como Minas Gerais vem se firmando como polo de inovação e empreendedorismo. Leia aqui: https://goo.gl/ymPY0S  #Empreendedorismo #Inovação #Investimentos   Foto: Gabriel Maciel	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15871495_1430553290330930_8318809896694725218_n.png?oh=a9100a074ee8150343db05f1b6d6b368&oe=5912595C	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15871495_1430553290330930_8318809896694725218_n.png?oh=3f93e8499b3c8a5976fc95706ace7493&oe=59190D49	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1430553290330930/?type=3	facebook.com	2017-01-03T21:04:01+0000	1483477441	2017-01-03 22:04:01	17	21	19	5	45	13	13	0	2	0	16	1	0	0	0	1	0
photo	post_page_416907625028840	416907625028840_1430573040328955	https://www.facebook.com/416907625028840/posts/1430573040328955	O governador Fernando Pimentel destaca importantes conquistas no balanço de dois anos de sua gestão no Governo do Estado. Com foco nas demandas regionais para o desenvolvimento  Minas Gerais descentraliza decisões e prioriza obras de grande importância para a população. Leia aqui: https://goo.gl/cOQZIe  #Governador #Balanço #Governo  Foto: Welligton Pedro / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15781384_1430573040328955_7161063322160379023_n.png?oh=19abddadbdccf2dc21df7e1732fa5bbd&oe=59157ABD	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15781384_1430573040328955_7161063322160379023_n.png?oh=924c24ded04bfaa4dfdd7cff8f9cdc32&oe=591784A8	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1430573040328955/?type=3	facebook.com	2017-01-03T18:15:29+0000	1483467329	2017-01-03 19:15:29	99	68	108	161	337	33	33	0	19	0	98	1	0	1	0	7	0
photo	post_page_416907625028840	416907625028840_1430470103672582	https://www.facebook.com/416907625028840/posts/1430470103672582	#VemProCircuito Aproveite suas férias nos espaços culturais que integram o Circuito Liberdade  em Belo Horizonte. Para crianças e adultos  as atividades vão de espetáculos teatrais a exposições e shows. Conheça a programação de férias. Clique aqui e garanta a sua diversão: https://goo.gl/XfRhtB  #CircuitoLiberdade #Férias #Programação  Foto: Manoel Marques / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15871556_1430470103672582_4236149769687629238_n.png?oh=fedf8efc3843ab450c7c4766fff25247&oe=5904806F	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15871556_1430470103672582_4236149769687629238_n.png?oh=40b8676148ce727036a6ba99b0876ef6&oe=5946BB7A	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1430470103672582/?type=3	facebook.com	2017-01-03T15:30:04+0000	1483457404	2017-01-03 16:30:04	13	20	13	3	36	11	11	0	18	0	12	0	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1429693567083569	https://www.facebook.com/416907625028840/posts/1429693567083569	Menos burocracia e ganho de tempo estão entre os benefícios da nova Lei estadual de expedição de Alvará Sanitário em Minas Gerais. Sancionada pelo governador Fernando Pimentel  a Lei 22.247 apresenta alterações no prazo de validade e renovação do documento  que agora será definido de acordo com a atividade desenvolvida. Entenda: https://goo.gl/oz6Ia8  #AlvaráSanitário #NovaLei  Foto: Pedro Ventura	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15826880_1429693567083569_9120272660282354880_n.png?oh=63d835f3956f57421957e3558e7f26c9&oe=590E0D8C	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15826880_1429693567083569_9120272660282354880_n.png?oh=147cafc4e82089ce0c70d984ca24363a&oe=5915F999	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1429693567083569/?type=3	facebook.com	2017-01-03T12:00:01+0000	1483444801	2017-01-03 13:00:01	28	17	28	6	51	6	6	0	3	0	27	0	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1430315193688073	https://www.facebook.com/416907625028840/posts/1430315193688073	Governo do Estado de Minas Gerais updated their cover photo.	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15823217_1430315193688073_7904887073632923533_n.jpg?oh=042fbbdb659aebc79523cfb2d9977df5&oe=59088642	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15823217_1430315193688073_7904887073632923533_n.jpg?oh=cca739a5cdcf3ec5b256239ab24ecf34&oe=59432D57	https://www.facebook.com/governomg/photos/a.416920118360924.107300.416907625028840/1430315193688073/?type=3	facebook.com	2017-01-03T11:37:10+0000	1483443430	2017-01-03 12:37:10	44	11	48	3	62	3	3	0	3	0	43	4	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1429736723745920	https://www.facebook.com/416907625028840/posts/1429736723745920	Os Arranjos Produtivos Locais são conjuntos de empresas de um segmento produtivo  localizadas na mesma região  com trabalho cooperado e sinérgico. Aqui em Minas Gerais  o Governo do Estado investe nos APLs com Políticas Públicas de fomento  garantindo mais competitividade e o fortalecimento da economia local. Conheça os setores que se destacam: https://goo.gl/Ts8B7H  #Economia #Investimentos #ArranjosProdutivos  Foto: Divulgação / APL Eletroeletrônico	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15894496_1429736723745920_4466873215290471824_n.png?oh=43e73d141a9cf20932e4a6c4632e5b5f&oe=590755D8	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15894496_1429736723745920_4466873215290471824_n.png?oh=16e51672065c8207950ecca5acf3f80c&oe=59171FCD	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1429736723745920/?type=3	facebook.com	2017-01-02T21:12:00+0000	1483391520	2017-01-02 22:12:00	17	17	17	2	36	10	10	0	10	0	16	0	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1429610740425185	https://www.facebook.com/416907625028840/posts/1429610740425185	18 de janeiro! Essa é a data da chamada inicial para designação de profissionais à Rede Estadual de Ensino. O cronograma do processo de designação 2017 também define a data do resultado da primeira rodada de atribuição de vagas. Confira todas as datas: https://goo.gl/J1syn4  #EducaçãoMG #Designação	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15871870_1429610740425185_6249098592008986368_n.png?oh=731f990b5cbed15e2ee6630b3e9b9fcb&oe=59150792	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15871870_1429610740425185_6249098592008986368_n.png?oh=b192c279b81569df553e1dda5b2cb67f&oe=59057087	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1429610740425185/?type=3	facebook.com	2017-01-02T16:35:01+0000	1483374901	2017-01-02 17:35:01	212	92	212	372	676	84	73	11	45	0	209	0	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1429446283774964	https://www.facebook.com/416907625028840/posts/1429446283774964	Após se reunir com o prefeito da capital mineira  Alexandre Kalil e o presidente da Assembleia Legislativa  Adalclever Lopes  o governador Fernando Pimentel garantiu o apoio institucional do Governo de Minas Gerais à Prefeitura de Belo Horizonte.   O apoio  segundo Pimentel  se estende aos demais prefeitos que assumiram mandato em 1° de janeiro. Confira: https://goo.gl/dZZQOk  #Governador #Prefeitos #Apoio  Foto: Veronica Manevy / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15781623_1429446283774964_3449534377746396001_n.png?oh=faaed92e63bebd6f56be7df0ddc0c05d&oe=590DF15F	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15781623_1429446283774964_3449534377746396001_n.png?oh=fca9773cc9741773e332d66196e796fc&oe=5946FA4A	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1429446283774964/?type=3	facebook.com	2017-01-02T12:59:36+0000	1483361976	2017-01-02 13:59:36	78	48	86	11	145	31	31	0	16	0	77	0	0	0	1	7	0
photo	post_page_416907625028840	416907625028840_1423212501065009	https://www.facebook.com/416907625028840/posts/1423212501065009	Proerd de Minas Gerais é referência em prevenção ao uso de drogas entre jovens. O Estado foi um dos três autorizados a continuar como Centro de Treinamento Proerd  que já atendeu mais de três milhões de crianças  adolescentes e pais. Leia mais: https://goo.gl/6vZBlR Foto: Divulgação	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15697929_1423212501065009_4676124165969758876_n.jpg?oh=ec7ac7957dc83338dc1afdd9db685696&oe=591727AA	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15697929_1423212501065009_4676124165969758876_n.jpg?oh=85c0a6f7a95cbcf94277c2c5a31ceae1&oe=590C8FBF	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1423212501065009/?type=3	facebook.com	2016-12-30T19:01:03+0000	1483124463	2016-12-30 20:01:03	37	18	40	6	64	6	6	0	7	0	36	3	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1423209091065350	https://www.facebook.com/416907625028840/posts/1423209091065350	Municípios mineiros se destacam na cadeia produtiva da moda. Estudo inédito aponta que a participação da moda na indústria é maior do que a média do estado em 135 cidades.  Confira na matéria: https://goo.gl/SVYL9p Foto: Pedro Paulo da Luz	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15747651_1423209091065350_786985109251329787_n.jpg?oh=a35bae882d9a15c3abdfa24382681ee4&oe=5901A72A	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15747651_1423209091065350_786985109251329787_n.jpg?oh=41e216d5bb24ff7b7430b00baca7db91&oe=5915D4D5	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1423209091065350/?type=3	facebook.com	2016-12-30T13:45:46+0000	1483105546	2016-12-30 14:45:46	17	13	17	6	36	2	2	0	2	0	16	0	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1421471667905759	https://www.facebook.com/416907625028840/posts/1421471667905759	Verão  sol  calor e férias. As trilhas em mata  cachoeiras e rios da exuberante Minas Gerais são cenários bem convidativos para deliciosos passeios. A pergunta é: como evitar acidentes durante esses passeios e como proceder caso aconteça alguma coisa? O Corpo de Bombeiros Militar de Minas Gerais  treinados para agir em situações como estas  assim pudemos entender como proceder em cada situação de risco ou perigo. Confira:https://goo.gl/fjZzGo	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15698054_1421471667905759_8572357855152313566_n.jpg?oh=ae6cfd406c410f5729a37071e9a93ead&oe=5917B8B1	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15698054_1421471667905759_8572357855152313566_n.jpg?oh=847ff50d4b526ba15ca0db8889694f08&oe=590580A4	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1421471667905759/?type=3	facebook.com	2016-12-29T21:19:00+0000	1483046340	2016-12-29 22:19:00	19	9	19	7	35	2	2	0	0	0	19	0	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1421415057911420	https://www.facebook.com/416907625028840/posts/1421415057911420	Com o apoio da FAPEMIG  o pesquisador Luiz Fernando Trevisan  com orientação do professor Raimundo Vicente de Sousa  está desenvolvendo um medicamento que tem potencial para ser um novo tratamento contra cálculos renais e hipertensão arterial. O objetivo da pesquisa é gerar um medicamento fitoterápico a partir de uma espécie de cravínea  conhecida popularmente como cravo de defunto  que tem potencial para prevenir  tratar e controlar a hipertensão arterial e a formação de cálculos renais.  Saiba mais: https://goo.gl/u8aAMu Foto: Ana Paula Siqueira	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15781187_1421415057911420_4576957814054160179_n.jpg?oh=286762a40087ddc152d479def565eefb&oe=594A39AF	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15781187_1421415057911420_4576957814054160179_n.jpg?oh=7053d8cb848b0fdbe02ccbc3e25f813a&oe=594491BA	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1421415057911420/?type=3	facebook.com	2016-12-29T14:25:36+0000	1483021536	2016-12-29 15:25:36	34	13	36	17	66	5	5	0	6	0	34	2	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1420004291385830	https://www.facebook.com/416907625028840/posts/1420004291385830	Publicada nesta terça-feira (27/12)  a Resolução SEE nº 3.205 estabelece normas para organizar o Quadro de Pessoal e para a designação na educação básica durante o ano letivo de 2017. Dentre as novidades  está a possibilidade de realizar a designação via web e  nas escolas onde houver servidoras grávidas  na situação de designada  será preservada a integridade do vínculo funcional até cinco meses a contar da data do parto. Leia mais: https://goo.gl/4sAQzU Crédito: Divulgação/SEE-MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15726467_1420004291385830_3220345884050399294_n.png?oh=a86ac724642b460e9b9aeda92e3eb673&oe=590D0901	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15726467_1420004291385830_3220345884050399294_n.png?oh=92e4ce7019374c54053c26a530d5145a&oe=59486C14	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1420004291385830/?type=3	facebook.com	2016-12-28T20:25:01+0000	1482956701	2016-12-28 21:25:01	72	24	73	15	112	16	14	2	13	0	72	1	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1419963558056570	https://www.facebook.com/416907625028840/posts/1419963558056570	O Governo de Minas Gerais entregou nessa quarta-feira (28/12) em Diamantina  no Território de Desenvolvimento Alto Jequitinhonha  máquinas de pavimentação asfáltica para o Consórcio Intermunicipal de Infraestrutura dos Municípios da Amaje (CIIAmaje)  beneficiando 16 municípios do Território. A ação é desdobramento de uma das principais demandas dos Fóruns Regionais de Governo na região. Confira: https://goo.gl/rTd5zK Foto: Wellington Pedro/Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15747881_1419963558056570_7930655063052994512_n.png?oh=6d8582a79c28ff500079bf64d4e86b32&oe=591072C5	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15747881_1419963558056570_7930655063052994512_n.png?oh=6487a699522b8d3b7a37906741e633a7&oe=590492D0	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1419963558056570/?type=3	facebook.com	2016-12-28T16:51:13+0000	1482943873	2016-12-28 17:51:13	38	16	38	2	56	10	10	0	18	0	38	0	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1418367901549469	https://www.facebook.com/416907625028840/posts/1418367901549469	O governador de Minas Gerais  Fernando Pimentel  entregou à população nesta terça-feira (27/12)  em Belo Horizonte  a Estação de Ônibus Metropolitano Bernardo Monteiro para embarque e desembarque de passageiros do MOVE Metropolitano  na região hospitalar da capital. O equipamento  localizado na avenida Bernardo Monteiro  entre as avenidas Francisco Sales e Andradas  contou com investimento de R$ 11 5 milhões e atenderá  em média 5 5 mil passageiros por dia. Saiba mais: https://goo.gl/OLG2xM Foto: Veronica Manevy/Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15672672_1418367901549469_1145249360138109479_n.jpg?oh=7482271a3d66dc496edee6c7c17bfd52&oe=59111308	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15672672_1418367901549469_1145249360138109479_n.jpg?oh=0d047c03c0d1f428ac3fc9fb47326c0b&oe=59437B1D	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1418367901549469/?type=3	facebook.com	2016-12-27T16:37:49+0000	1482856669	2016-12-27 17:37:49	92	25	95	6	126	15	15	0	13	0	91	2	0	0	1	0	0
video	post_page_416907625028840	416907625028840_1417336251652634	https://www.facebook.com/416907625028840/posts/1417336251652634	Mensagem do governador Fernando Pimentel desejando um feliz Ano Novo para todos os mineiros e mineiras.	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/15643704_1417346551651604_6354543464645918720_n.jpg?oh=7032f3a0377083afd256c080613d1661&oe=59159FB8	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/15643704_1417346551651604_6354543464645918720_n.jpg?oh=2823df6c39aebcc54e2b6ae71b866862&oe=59479B9A	https://www.facebook.com/governomg/videos/1417336251652634/	facebook.com	2016-12-26T22:47:24+0000	1482792444	2016-12-26 23:47:24	193	74	237	232	543	63	62	1	70	0	192	17	0	2	1	24	0
photo	post_page_416907625028840	416907625028840_1416922215027371	https://www.facebook.com/416907625028840/posts/1416922215027371	O Governo de Minas  através de parcerias entre órgãos governamentais  empresas privadas  ONGs  entidades e o voluntariado de pessoas físicas  propicia oportunidades de capacitação profissional à população carcerária do estado.  O investimento em ações como esta fazem parte da política de ressocialização de detentos do Governo do Estado e tem o intuito de garantir novas oportunidades de vida digna e próspera a quem está privado da liberdade.  Confira mais na matéria:  https://goo.gl/gWtRFl Foto: Carlos Alberto/Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15741144_1416922215027371_8831242713953025237_n.jpg?oh=590cabc7a2b3e47037f162ddc1a1d708&oe=59047C3A	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15741144_1416922215027371_8831242713953025237_n.jpg?oh=440f10e8aa41727a246e5a92cb95b479&oe=5902482F	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1416922215027371/?type=3	facebook.com	2016-12-26T21:00:01+0000	1482786001	2016-12-26 22:00:01	25	17	26	3	46	10	10	0	18	0	25	0	0	0	1	0	0
photo	post_page_416907625028840	416907625028840_1412736148779311	https://www.facebook.com/416907625028840/posts/1412736148779311	O governador Fernando Pimentel promulgou a Lei n° 22.414  que cria o Conselho Estadual da Juventude (Cejuve). ;) Este colegiado tem a finalidade de formular as diretrizes de ações governamentais voltadas para jovens de 15 a 29 anos. Saiba como será a composição e participação no novo conselho. https://goo.gl/sanBX6  #Juventude #Conselho #Participação  Na foto  o governador junto aos jovens na abertura da 4ª Conferência Estadual de Juventude  em outubro de 2015. Crédito: Verônica Manevy / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15673034_1412736148779311_5398585738147467251_n.png?oh=99ce39b7ac3ceec789e6ae628ff5a84c&oe=59499F13	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15673034_1412736148779311_5398585738147467251_n.png?oh=6c6daacde07ff91a8ef9621bd34ad0fd&oe=59000006	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1412736148779311/?type=3	facebook.com	2016-12-26T12:15:01+0000	1482754501	2016-12-26 13:15:01	68	24	72	18	114	13	13	0	16	0	67	3	0	0	1	0	0
photo	post_page_416907625028840	416907625028840_1412798045439788	https://www.facebook.com/416907625028840/posts/1412798045439788	O direito à amamentação em público está garantido por lei em Minas Gerais. Promulgada essa semana pelo governador Fernando Pimentel  a Lei n° 22.439  garante às lactantes o direito de escolher qualquer local para amamentar. O estabelecimento que proibir ou constranger a lactante está sujeito ao pagamento de multa. Conheça mais detalhes da nova legislação: https://goo.gl/TYE8lo  #LocaisPúblicos #Amamentação #LeiSancionada   Foto: Divulgação / Fhemig	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15492566_1412798045439788_4307472927832900756_n.png?oh=3efda2a87f5a9c2fece8547bf377fd77&oe=59472565	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15492566_1412798045439788_4307472927832900756_n.png?oh=3b5f003b90f5ce73a5952e442b15b135&oe=59039E70	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1412798045439788/?type=3	facebook.com	2016-12-25T13:15:01+0000	1482671701	2016-12-25 14:15:01	99	15	105	54	174	9	9	0	18	0	97	5	0	1	0	0	0
photo	post_page_416907625028840	416907625028840_1412747695444823	https://www.facebook.com/416907625028840/posts/1412747695444823	Com diferentes ações  o Governo do Estado incentiva o empreendedorismo em Minas Gerais. Conheça iniciativas que as secretarias disponibilizam para quem quer empreender  montar cooperativas ou grupos de Economia Solidária. Fique atento  a Jucemg oferece um passo a passo para o registro de negócios. https://goo.gl/va1aOu  #Empreendedorismo #EconomiaSolidária	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15541963_1412747695444823_3264336488414668760_n.png?oh=08b9fd31994f0bbd572d87a80efb4f5d&oe=590E2A13	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15541963_1412747695444823_3264336488414668760_n.png?oh=a20cb08e4d7a0744f86915b9f1040f08&oe=590B3206	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1412747695444823/?type=3	facebook.com	2016-12-23T22:15:00+0000	1482531300	2016-12-23 23:15:00	24	18	26	8	52	14	14	0	18	0	23	2	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1412742572112002	https://www.facebook.com/416907625028840/posts/1412742572112002	Motoristas  atenção! O tráfego de veículos de grande porte será restrito em Minas Gerais nos dois próximos finais de semana. A medida é adotada devido ao aumento da circulação nas rodovias mineiras durante as festas de fim de ano. Saiba mais sobre as restrições  para não ficar sujeito às penalidades previstas: https://goo.gl/pAzh1b  #Rodovias #Restrições  Foto: Bernadete Amado	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15697998_1412742572112002_8079570917095090558_n.png?oh=b26026bc49bb127250b24eb7a2544968&oe=5909AB47	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15697998_1412742572112002_8079570917095090558_n.png?oh=02c763c32686a68ce710d52abeadb4d9&oe=5910A252	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1412742572112002/?type=3	facebook.com	2016-12-23T19:25:01+0000	1482521101	2016-12-23 20:25:01	45	20	48	13	81	14	14	0	14	0	43	2	0	0	1	0	0
photo	post_page_416907625028840	416907625028840_1412392028813723	https://www.facebook.com/416907625028840/posts/1412392028813723	A parceria entre o Governo do Estado de Minas Gerais e o Sebrae permitiu que alunos do Plug Minas participassem da Missão Alemanha  uma visita a grandes empresas e ao maior evento de empreendedorismo da Europa. Após regressar da missão  os estudantes foram recebidos pelo governador Fernando Pimentel e relataram as experiências do intercâmbio. Confira https://goo.gl/aD2Zak  #MissãoAlemanha #Sebrae #PlugMinas  Foto: Gil Leonardi / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15590583_1412392028813723_4827349869346537835_n.png?oh=6f6762619488c766673b3588a47d2ee5&oe=59181E0F	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15590583_1412392028813723_4827349869346537835_n.png?oh=42dea7b913789b29db435250d097b915&oe=59050C1A	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1412392028813723/?type=3	facebook.com	2016-12-23T14:10:01+0000	1482502201	2016-12-23 15:10:01	31	13	34	6	53	9	9	0	3	0	29	2	0	0	1	0	0
