type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
photo	post_page_416907625028840	416907625028840_1410189312367328	https://www.facebook.com/416907625028840/posts/1410189312367328	Em Minas Gerais  as férias abrem diferentes oportunidades para a prática de esportes. ;) Com apoio do Governo Estadual  programações gratuitas estão abertas em Belo Horizonte e no interior do estado com atividades para pessoas de todas as idades. Não fique parado  conheça os espaços de lazer em sua cidade! https://goo.gl/QdGNQH  #Esportes #Férias  Foto: Thiago Rabelo / MCS Marketing Esportivo	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15590142_1410189312367328_8190747644161249651_n.png?oh=05bd3a8fcc57937929f576ae3673685e&oe=5945AB5D	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15590142_1410189312367328_8190747644161249651_n.png?oh=e95b76ed5cf6f2acb0a6d5c124d3c832&oe=59090448	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1410189312367328/?type=3	facebook.com	2016-12-23T10:30:02+0000	1482489002	2016-12-23 11:30:02	26	14	28	10	52	10	10	0	5	0	25	1	1	0	0	0	0
video	post_page_416907625028840	416907625028840_1411423645577228	https://www.facebook.com/416907625028840/posts/1411423645577228	O programa Startup Junior fomenta a cultura empreendedora e abre novas perspectivas aos jovens mineiros. Lançado hoje pelo Governo do Estado  o novo programa de empreendedorismo com foco no ensino médio prevê a capacitação de alunos da rede pública estadual. Conheça-o https://goo.gl/VjN0gs  #StartusJunior #Empreendedorismo	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/15562789_1499817870047335_8316175189029158912_n.jpg?oh=3818dbc745732001f13d5c83118d9a33&oe=59135364	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/15562789_1499817870047335_8316175189029158912_n.jpg?oh=bd57e1ec6518aae3ffcb75aaa0f2b02b&oe=594B4D46	https://www.facebook.com/Sedectes/videos/1499811206714668/	facebook.com	2016-12-22T21:00:00+0000	1482440400	2016-12-22 22:00:00	19	22	21	0	43	12	12	0	8	0	18	1	1	0	0	0	0
photo	post_page_416907625028840	416907625028840_1411253478927578	https://www.facebook.com/416907625028840/posts/1411253478927578	Mais um bem cultural do Norte de Minas Gerais é reconhecido pelo Iepha-MG. Os valores patrimoniais e culturais do Centro Histórico de Grão Mogol se juntam a outros bens protegidos por tombamento e reconhecidos como patrimônio cultural do estado. Saiba mais https://goo.gl/cE6HQC  #GrãoMogol #IephaMG #CentroHistórico  Foto: Divulgação	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15665943_1411253478927578_9057140169780019177_n.png?oh=a827af1af0eef887ce82f6a9e5950da7&oe=59085DCB	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15665943_1411253478927578_9057140169780019177_n.png?oh=4fe26748f9f5c57c86571cbe9f0c3ec1&oe=590366DE	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1411253478927578/?type=3	facebook.com	2016-12-22T18:00:03+0000	1482429603	2016-12-22 19:00:03	61	72	70	11	153	39	23	16	15	0	60	6	2	0	0	1	0
photo	post_page_416907625028840	416907625028840_1411157772270482	https://www.facebook.com/416907625028840/posts/1411157772270482	Melhores processos! É este o objetivo do novo sistema de designação da Secretaria de Educação de Minas Gerais em 2017.   Para dar mais transparência  efetividade e garantir que todos acompanhem o que acontece nas escolas  o sistema de designação será realizado de forma online. Conheça essa novidade: https://goo.gl/b3ghAq  #Educação #Designação	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15578686_1411157772270482_1871616194581928847_n.png?oh=a619258f6c3a273e5d7f6f81a4808ca2&oe=594870D8	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15578686_1411157772270482_1871616194581928847_n.png?oh=69e2f2607e4f430d0b34a047c4255ebf&oe=59008ACD	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1411157772270482/?type=3	facebook.com	2016-12-22T15:01:01+0000	1482418861	2016-12-22 16:01:01	89	61	92	45	198	35	31	4	25	0	88	2	1	0	0	0	0
photo	post_page_416907625028840	416907625028840_1408856515833941	https://www.facebook.com/416907625028840/posts/1408856515833941	O Governo de Minas Gerais prorrogou o prazo para que o contribuinte efetue o pagamento de débitos tributários com o Estado aproveitando créditos acumulados de ICMS. A ação é mais uma oportunidade para adesão ao Programa Regularize e tem como nova data-limite para pagamento o dia 31 de março de 2017. Saiba mais: https://goo.gl/mRkxN9  #Regularize #Contribuinte	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15589667_1408856515833941_664945146881589475_n.png?oh=e4d1cf986e1b63f292d81714fda8f0d2&oe=594570EA	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15589667_1408856515833941_664945146881589475_n.png?oh=ec9be3079287a1232d57fef888f2ef28&oe=59489415	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1408856515833941/?type=3	facebook.com	2016-12-22T12:00:44+0000	1482408044	2016-12-22 13:00:44	11	36	11	7	54	31	17	14	12	0	10	0	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1410186899034236	https://www.facebook.com/416907625028840/posts/1410186899034236	A captação de água no Rio Paraopeba teve início há exatamente um ano. Com a intervenção  em Brumadinho  o Governo de Minas Gerais garantiu o abastecimento na Região Metropolitana de Belo Horizonte. Confira a atual situação dos reservatórios e não se esqueça: economizar é preciso. https://goo.gl/THBl8B  #ParaNãoFaltar #RioParaopeba  Foto: Divulgação / Copasa	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15590215_1410186899034236_3616595455767181708_n.png?oh=9055af82915abce6589c37725225592e&oe=590A2B04	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15590215_1410186899034236_3616595455767181708_n.png?oh=5e8bf3a06736262a77e513cbdee9bb8f&oe=59165911	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1410186899034236/?type=3	facebook.com	2016-12-21T22:30:01+0000	1482359401	2016-12-21 23:30:01	52	22	53	10	85	17	17	0	8	0	51	1	0	0	0	0	0
video	post_page_416907625028840	416907625028840_1410166265702966	https://www.facebook.com/416907625028840/posts/1410166265702966	Marco Aurélio Machado é produtor rural de Mascarenhas! Ele celebra o desenvolvimento econômico e a diminuição do tempo no deslocamento entre as regiões de Minas Gerais com as obras de infraestrutura  entre elas construção e pavimentação de estradas. Assista!	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/15588638_1410186035700989_1530161053583802368_n.jpg?oh=6f556cbfd894be70b105b816dd6d4012&oe=5947630C	https://scontent.xx.fbcdn.net/v/t15.0-10/15588638_1410186035700989_1530161053583802368_n.jpg?oh=2c6d6f9d9bb94f384fbe6869d565bc7a&oe=594C2D77	https://www.facebook.com/governomg/videos/1410166265702966/	facebook.com	2016-12-21T19:30:00+0000	1482348600	2016-12-21 20:30:00	37	29	39	10	78	22	21	1	30	0	36	1	1	0	0	0	0
photo	post_page_416907625028840	416907625028840_1410220059030920	https://www.facebook.com/416907625028840/posts/1410220059030920	O trecho de 41 km que liga o Médio e Baixo Jequitinhonha com o Sul da Bahia vai passar por obras de melhoramento e pavimentação. A ordem de serviço para as obras foi assinada  hoje  pelo governador Fernando Pimentel. O empreendimento de R$ 68 milhões vai beneficiar a população da região  que há anos sofria com a precariedade do percurso. https://goo.gl/gWkrXY  #Obras #Pavimentação #Governador  Foto: Omar Freire / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15492501_1410220059030920_7564331410371079102_n.png?oh=db2855e7bbce4e91ae1ebb3784d50236&oe=5913D64C	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15492501_1410220059030920_7564331410371079102_n.png?oh=156e2533140a663b489cc898b1b95742&oe=59093659	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1410220059030920/?type=3	facebook.com	2016-12-21T17:30:04+0000	1482341404	2016-12-21 18:30:04	63	40	67	28	135	22	22	0	23	0	62	2	1	0	0	1	0
photo	post_page_416907625028840	416907625028840_1408854985834094	https://www.facebook.com/416907625028840/posts/1408854985834094	Falta de atenção e imprudência continuam sendo as principais causas de acidentes de trânsito nas estradas mineiras. Condutores  não prejudiquem a confraternização da sua e nem a de outras famílias. Siga as orientações da Polícia Rodoviária para bem aproveitar as férias e as festas de final de ano. Confira: https://goo.gl/zG7AUx  #Segurança #NasEstradas #PolíciaRodoviária  Foto: Divulgação / DER-MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15541878_1408854985834094_5346633836902583569_n.png?oh=de5cd12aab308a6b9bdd446894d60c0b&oe=59432DEB	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15541878_1408854985834094_5346633836902583569_n.png?oh=5040e79936d1cafa3e5aa916ca52ce61&oe=594815FE	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1408854985834094/?type=3	facebook.com	2016-12-21T12:00:00+0000	1482321600	2016-12-21 13:00:00	14	22	15	6	43	14	13	1	4	0	13	1	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1408785915841001	https://www.facebook.com/416907625028840/posts/1408785915841001	A população mineira pode esperar um clima mais ameno do que nos últimos anos durante o verão. A estação mais quente do ano terá início amanhã e reserva aos mineiros pancadas de chuva em todo o estado e dias mais longos. Confira a previsão para todos os territórios do Estado. https://goo.gl/y6YkZ3  #Verão #Tempo #Cemig  Foto: Arquivo / Cemig	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15542067_1408785915841001_119399460842392539_n.png?oh=a9b638b649cf2bbc07a2b618636391c2&oe=5941B088	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15542067_1408785915841001_119399460842392539_n.png?oh=b84bbaf0fd4413163d5b8d53fd6d4cc4&oe=5913DD77	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1408785915841001/?type=3	facebook.com	2016-12-20T20:15:01+0000	1482264901	2016-12-20 21:15:01	37	15	39	8	62	7	7	0	1	0	36	1	0	0	1	0	0
photo	post_page_416907625028840	416907625028840_1408784729174453	https://www.facebook.com/416907625028840/posts/1408784729174453	Minas Gerais já conhece os melhores cafés do estado! Ontem  o governador Fernando Pimentel participou da cerimônia de encerramento e premiação do 13º Concurso de Qualidade dos Cafés de Minas Gerais. Dos municípios de Presidente Olegário e Lajinha saíram os campeões. Conheça-os: https://goo.gl/kHZ4E6  #Cafés #Concurso #Vencedores  Foto: Divulgação / Epamig	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15665545_1408784729174453_5307617523304439926_n.png?oh=b0acc98327c499ccc88fc32e318ec0f7&oe=5941AF1E	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15665545_1408784729174453_5307617523304439926_n.png?oh=e2e862f079f0ac22b66b3726fc3a77e5&oe=5946620B	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1408784729174453/?type=3	facebook.com	2016-12-20T17:05:06+0000	1482253506	2016-12-20 18:05:06	29	16	31	7	54	13	13	0	7	0	28	1	0	1	0	0	0
photo	post_page_416907625028840	416907625028840_1407648579288068	https://www.facebook.com/416907625028840/posts/1407648579288068	Mais de um milhão de micro e pequenas empresas mineiras passaram a ser contempladas pelo Fopemimpe em 2016. Esse resultado é fruto do trabalho do fórum permanente que no ano que vem vai avançar com o projeto de regionalização para que todas as regiões do Estado sejam contempladas. Entenda: https://goo.gl/01lh4g  #Fopemimpe #MicroEmpresas #Regionalização	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15589972_1407648579288068_7625075518642179384_n.png?oh=74388c8343a1ba526258d7e4cb9ee7a5&oe=59076749	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15589972_1407648579288068_7625075518642179384_n.png?oh=a54b54a916cadcdafae43d40500a3965&oe=5941BE5C	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1407648579288068/?type=3	facebook.com	2016-12-20T12:00:04+0000	1482235204	2016-12-20 13:00:04	29	18	29	14	61	11	11	0	7	0	28	0	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1407672562619003	https://www.facebook.com/416907625028840/posts/1407672562619003	O Prêmio do Governo de Minas Gerais de Literatura abre espaço para novos talentos e reconhece grandes nomes no cenário literário.  Na edição deste ano  Jonathan Tavares Diniz foi o vencedor na categoria Jovem Escritor e a consagrada escritora mineira  Adélia Prado  premiada pelo conjunto da obra. Conheça todos os contemplados: https://goo.gl/4Nql7M  #Literatura #Governo #Prêmio  Foto: Jackson Romanelli	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15541416_1407672562619003_3934585775159170184_n.png?oh=09cff61ea4d5084fe5d38b1dce128377&oe=594AE0C4	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15541416_1407672562619003_3934585775159170184_n.png?oh=baf100af28d21cfda907d6ae1eef7a1c&oe=5904E2D1	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1407672562619003/?type=3	facebook.com	2016-12-19T20:05:02+0000	1482177902	2016-12-19 21:05:02	28	19	30	6	55	11	11	0	8	0	27	2	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1407533969299529	https://www.facebook.com/416907625028840/posts/1407533969299529	O Grupo Estratégico de Resposta foi instituído para promover mobilização e ação coordenada dos órgãos do Estado para enfrentamento de problemas causados pelas chuvas. A primeira reunião do coletivo que vai atuar tanto na prevenção quanto na redução de riscos em Minas Gerais foi presidida  hoje  pelo governador Fernando Pimentel. Confira: https://goo.gl/4FtLUo  #Chuvas #Prevenção #Governador  Foto: Manoel Marques / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15590207_1407533969299529_179600733610125525_n.png?oh=06672ad4bf28b60aa5355d63585bccbb&oe=59035567	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15590207_1407533969299529_179600733610125525_n.png?oh=082c85aaf41770cbe9087f0e6e205e49&oe=590A7298	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1407533969299529/?type=3	facebook.com	2016-12-19T16:29:26+0000	1482164966	2016-12-19 17:29:26	31	17	32	2	51	9	9	0	15	0	30	1	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1403510599701866	https://www.facebook.com/416907625028840/posts/1403510599701866	O projeto ‘Costura e Arte – Solidariedade e Sustentabilidade’ beneficia mulheres de diferentes bairros de Ribeirão das Neves. Coordenado pela Emater-MG  o coletivo de artesãs existe há 10 anos e produz  a partir do tecido de algodão  ótimas opções de presentes para o Natal. https://goo.gl/ngfX0f  #EmaterMG #CosturaEArte  Foto: Divulgação / Emater	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15578781_1403510599701866_9102073205707131689_n.jpg?oh=6f8e16939f6de9e17f442d9bb8936bea&oe=590519AA	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15578781_1403510599701866_9102073205707131689_n.jpg?oh=41c393203a7e95f5db6d7d88c00a3d52&oe=590087BF	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1403510599701866/?type=3	facebook.com	2016-12-19T11:37:00+0000	1482147420	2016-12-19 12:37:00	25	16	27	2	45	8	8	0	8	0	24	1	1	0	0	0	0
video	post_page_416907625028840	416907625028840_1403230669729859	https://www.facebook.com/416907625028840/posts/1403230669729859	A entrega de novas ambulâncias e outros investimentos na #saúde garantem melhorias no atendimento de urgência e emergência. ;) De São Thomé das Letras  o senhor José de Castro é diretamente beneficiado por esses ações. Assista!	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/15588992_1403231783063081_103876026026688512_n.jpg?oh=e7d3c7484a421ef2f2976282faec74df&oe=590BC2E1	https://scontent.xx.fbcdn.net/v/t15.0-10/15588992_1403231783063081_103876026026688512_n.jpg?oh=9eca260f08e5dbb02a2d3b4993428469&oe=5949300C	https://www.facebook.com/governomg/videos/1403230669729859/	facebook.com	2016-12-18T13:00:00+0000	1482066000	2016-12-18 14:00:00	33	20	36	8	64	14	14	0	2	0	32	2	1	0	0	0	0
photo	post_page_416907625028840	416907625028840_1403300619722864	https://www.facebook.com/416907625028840/posts/1403300619722864	O Plano de Apoio à Agricultura Familiar beneficia cerca de 80 mil produtores rurais no Norte e Nordeste de Minas Gerais. Em mais uma ação de apoio aos agricultores familiares  o Governo do Estado deu início à entrega de mais de 550 toneladas de sementes para plantio. Leia mais: https://goo.gl/kxSuat  #AgriculturaFamiliar #Sementes  Foto: Omar Freire / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15541555_1403300619722864_7056125363361531529_n.jpg?oh=487170341478cabf460f7ae49cec6d4c&oe=59414E22	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15541555_1403300619722864_7056125363361531529_n.jpg?oh=d74fa71ce41b436684fef295952bd5eb&oe=5901C737	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1403300619722864/?type=3	facebook.com	2016-12-18T10:55:00+0000	1482058500	2016-12-18 11:55:00	42	12	44	4	60	5	5	0	3	0	41	2	0	0	0	0	0
video	post_page_416907625028840	416907625028840_1403219743064285	https://www.facebook.com/416907625028840/posts/1403219743064285	O incentivo às startups por meio do programa #MinasDigital gera emprego e oportunidade para os jovens! ;) Em Belo Horizonte  a Roberta Vasconcelos comemora o investimento em ações empreendedoras. Assista!	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/15562830_1403221193064140_6975929192613412864_n.jpg?oh=1fdd687fdd70a0483ca9a0c05a7d8a10&oe=5948D94F	https://scontent.xx.fbcdn.net/v/t15.0-10/15562830_1403221193064140_6975929192613412864_n.jpg?oh=8ba24c9ed5ee8fd3eaf697f710df4468&oe=59107B34	https://www.facebook.com/governomg/videos/1403219743064285/	facebook.com	2016-12-17T18:15:00+0000	1481998500	2016-12-17 19:15:00	24	14	25	10	49	9	9	0	6	0	23	1	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1403179003068359	https://www.facebook.com/416907625028840/posts/1403179003068359	Que tal participar de um Programa de Treinamento Técnico... no Japão? Com duração de 8 meses  o treinamento é oferecido aos cidadãos mineiros como fruto da cooperação internacional entre o Governo de Minas Gerais e a Província de Yamanashi. Saiba como se inscrever: https://goo.gl/2ue8sW  #Japão #Treinamento #Inscrições  Foto: Arquivo / Governo de Yamanashi	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15421022_1403179003068359_3653005702065004952_n.jpg?oh=dfdc737606f4bdf376e439953f3f794d&oe=59009DB8	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15421022_1403179003068359_3653005702065004952_n.jpg?oh=a45586a030290f88fdab22641249ac7b&oe=5912A7AD	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1403179003068359/?type=3	facebook.com	2016-12-17T14:01:02+0000	1481983262	2016-12-17 15:01:02	120	35	125	66	226	32	30	2	24	0	118	4	1	0	0	0	0
